Land,Ride,Wait Time,Local Time,Day of Week
Paradise Gardens Park,Silly Symphony Swings,5,2024-07-15 09:45:03.508387-07:00,Monday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,5,2024-07-15 09:45:03.508387-07:00,Monday
Pixar Pier,Games of Pixar Pier,5,2024-07-15 09:45:03.508387-07:00,Monday
Pixar Pier,Inside Out Emotional Whirlwind,5,2024-07-15 09:45:03.508387-07:00,Monday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-15 09:45:03.508387-07:00,Monday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-15 09:45:03.508387-07:00,Monday
Pixar Pier,Pixar Pal-A-Round - Swinging,5,2024-07-15 09:45:03.508387-07:00,Monday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,5,2024-07-15 09:45:03.508387-07:00,Monday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-15 09:45:03.508387-07:00,Monday
Grizzly Peak,Soarin' Around the World,15,2024-07-15 09:45:03.508387-07:00,Monday
Pixar Pier,Incredicoaster,15,2024-07-15 09:45:03.508387-07:00,Monday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-15 09:45:03.508387-07:00,Monday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",20,2024-07-15 09:45:03.508387-07:00,Monday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,30,2024-07-15 09:45:03.508387-07:00,Monday
Pixar Pier,Toy Story Midway Mania!,40,2024-07-15 09:45:03.508387-07:00,Monday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,60,2024-07-15 09:45:03.508387-07:00,Monday
Cars Land,Radiator Springs Racers,80,2024-07-15 09:45:03.508387-07:00,Monday
Grizzly Peak,Grizzly River Run,5,2024-07-15 10:00:04.118540-07:00,Monday
Paradise Gardens Park,Golden Zephyr,5,2024-07-15 10:00:04.118540-07:00,Monday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,5,2024-07-15 10:00:04.118540-07:00,Monday
Pixar Pier,Games of Pixar Pier,5,2024-07-15 10:00:04.118540-07:00,Monday
Pixar Pier,Inside Out Emotional Whirlwind,5,2024-07-15 10:00:04.118540-07:00,Monday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-15 10:00:04.118540-07:00,Monday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-15 10:00:04.118540-07:00,Monday
Cars Land,Mater's Junkyard Jamboree,10,2024-07-15 10:00:04.118540-07:00,Monday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-15 10:00:04.118540-07:00,Monday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-15 10:00:04.118540-07:00,Monday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,10,2024-07-15 10:00:04.118540-07:00,Monday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-15 10:00:04.118540-07:00,Monday
Grizzly Peak,Soarin' Around the World,20,2024-07-15 10:00:04.118540-07:00,Monday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",20,2024-07-15 10:00:04.118540-07:00,Monday
Pixar Pier,Pixar Pal-A-Round - Swinging,20,2024-07-15 10:00:04.118540-07:00,Monday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,30,2024-07-15 10:00:04.118540-07:00,Monday
Pixar Pier,Incredicoaster,30,2024-07-15 10:00:04.118540-07:00,Monday
Pixar Pier,Toy Story Midway Mania!,35,2024-07-15 10:00:04.118540-07:00,Monday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,60,2024-07-15 10:00:04.118540-07:00,Monday
Cars Land,Radiator Springs Racers,80,2024-07-15 10:00:04.118540-07:00,Monday
Grizzly Peak,Grizzly River Run,5,2024-07-15 10:15:04.437484-07:00,Monday
Paradise Gardens Park,Golden Zephyr,5,2024-07-15 10:15:04.437484-07:00,Monday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,5,2024-07-15 10:15:04.437484-07:00,Monday
Pixar Pier,Games of Pixar Pier,5,2024-07-15 10:15:04.437484-07:00,Monday
Pixar Pier,Inside Out Emotional Whirlwind,5,2024-07-15 10:15:04.437484-07:00,Monday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-15 10:15:04.437484-07:00,Monday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-15 10:15:04.437484-07:00,Monday
Cars Land,Mater's Junkyard Jamboree,10,2024-07-15 10:15:04.437484-07:00,Monday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-15 10:15:04.437484-07:00,Monday
Paradise Gardens Park,Goofy's Sky School,10,2024-07-15 10:15:04.437484-07:00,Monday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-15 10:15:04.437484-07:00,Monday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,15,2024-07-15 10:15:04.437484-07:00,Monday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-15 10:15:04.437484-07:00,Monday
Pixar Pier,Pixar Pal-A-Round - Swinging,20,2024-07-15 10:15:04.437484-07:00,Monday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,30,2024-07-15 10:15:04.437484-07:00,Monday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,30,2024-07-15 10:15:04.437484-07:00,Monday
Grizzly Peak,Soarin' Around the World,30,2024-07-15 10:15:04.437484-07:00,Monday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",30,2024-07-15 10:15:04.437484-07:00,Monday
Pixar Pier,Toy Story Midway Mania!,30,2024-07-15 10:15:04.437484-07:00,Monday
Pixar Pier,Incredicoaster,45,2024-07-15 10:15:04.437484-07:00,Monday
Cars Land,Radiator Springs Racers,75,2024-07-15 10:15:04.437484-07:00,Monday
Paradise Gardens Park,Golden Zephyr,5,2024-07-15 10:30:04.593436-07:00,Monday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,5,2024-07-15 10:30:04.593436-07:00,Monday
Pixar Pier,Games of Pixar Pier,5,2024-07-15 10:30:04.593436-07:00,Monday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-15 10:30:04.593436-07:00,Monday
Grizzly Peak,Grizzly River Run,10,2024-07-15 10:30:04.593436-07:00,Monday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-15 10:30:04.593436-07:00,Monday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-15 10:30:04.593436-07:00,Monday
Pixar Pier,Inside Out Emotional Whirlwind,10,2024-07-15 10:30:04.593436-07:00,Monday
Cars Land,Mater's Junkyard Jamboree,15,2024-07-15 10:30:04.593436-07:00,Monday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,15,2024-07-15 10:30:04.593436-07:00,Monday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-15 10:30:04.593436-07:00,Monday
Paradise Gardens Park,Goofy's Sky School,20,2024-07-15 10:30:04.593436-07:00,Monday
Pixar Pier,Toy Story Midway Mania!,20,2024-07-15 10:30:04.593436-07:00,Monday
Pixar Pier,Pixar Pal-A-Round - Swinging,25,2024-07-15 10:30:04.593436-07:00,Monday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,30,2024-07-15 10:30:04.593436-07:00,Monday
Grizzly Peak,Soarin' Around the World,30,2024-07-15 10:30:04.593436-07:00,Monday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",30,2024-07-15 10:30:04.593436-07:00,Monday
Pixar Pier,Incredicoaster,30,2024-07-15 10:30:04.593436-07:00,Monday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,40,2024-07-15 10:30:04.593436-07:00,Monday
Cars Land,Radiator Springs Racers,70,2024-07-15 10:30:04.593436-07:00,Monday
Paradise Gardens Park,Golden Zephyr,5,2024-07-15 10:45:03.930484-07:00,Monday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,5,2024-07-15 10:45:03.930484-07:00,Monday
Pixar Pier,Games of Pixar Pier,5,2024-07-15 10:45:03.930484-07:00,Monday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-15 10:45:03.930484-07:00,Monday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-15 10:45:03.930484-07:00,Monday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-15 10:45:03.930484-07:00,Monday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-15 10:45:03.930484-07:00,Monday
Pixar Pier,Inside Out Emotional Whirlwind,10,2024-07-15 10:45:03.930484-07:00,Monday
Cars Land,Mater's Junkyard Jamboree,15,2024-07-15 10:45:03.930484-07:00,Monday
Grizzly Peak,Grizzly River Run,15,2024-07-15 10:45:03.930484-07:00,Monday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,15,2024-07-15 10:45:03.930484-07:00,Monday
Paradise Gardens Park,Goofy's Sky School,20,2024-07-15 10:45:03.930484-07:00,Monday
Pixar Pier,Pixar Pal-A-Round - Swinging,20,2024-07-15 10:45:03.930484-07:00,Monday
Pixar Pier,Incredicoaster,25,2024-07-15 10:45:03.930484-07:00,Monday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-15 10:45:03.930484-07:00,Monday
Grizzly Peak,Soarin' Around the World,30,2024-07-15 10:45:03.930484-07:00,Monday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",30,2024-07-15 10:45:03.930484-07:00,Monday
Pixar Pier,Toy Story Midway Mania!,30,2024-07-15 10:45:03.930484-07:00,Monday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,40,2024-07-15 10:45:03.930484-07:00,Monday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,55,2024-07-15 10:45:03.930484-07:00,Monday
Cars Land,Radiator Springs Racers,70,2024-07-15 10:45:03.930484-07:00,Monday
Paradise Gardens Park,Golden Zephyr,5,2024-07-15 11:00:04.215792-07:00,Monday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,5,2024-07-15 11:00:04.215792-07:00,Monday
Pixar Pier,Games of Pixar Pier,5,2024-07-15 11:00:04.215792-07:00,Monday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-15 11:00:04.215792-07:00,Monday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-15 11:00:04.215792-07:00,Monday
Cars Land,Mater's Junkyard Jamboree,10,2024-07-15 11:00:04.215792-07:00,Monday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-15 11:00:04.215792-07:00,Monday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-15 11:00:04.215792-07:00,Monday
Pixar Pier,Inside Out Emotional Whirlwind,10,2024-07-15 11:00:04.215792-07:00,Monday
Grizzly Peak,Grizzly River Run,15,2024-07-15 11:00:04.215792-07:00,Monday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,15,2024-07-15 11:00:04.215792-07:00,Monday
Pixar Pier,Pixar Pal-A-Round - Swinging,20,2024-07-15 11:00:04.215792-07:00,Monday
Pixar Pier,Incredicoaster,25,2024-07-15 11:00:04.215792-07:00,Monday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-15 11:00:04.215792-07:00,Monday
Grizzly Peak,Soarin' Around the World,30,2024-07-15 11:00:04.215792-07:00,Monday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",30,2024-07-15 11:00:04.215792-07:00,Monday
Pixar Pier,Toy Story Midway Mania!,30,2024-07-15 11:00:04.215792-07:00,Monday
Paradise Gardens Park,Goofy's Sky School,35,2024-07-15 11:00:04.215792-07:00,Monday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,40,2024-07-15 11:00:04.215792-07:00,Monday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,55,2024-07-15 11:00:04.215792-07:00,Monday
Cars Land,Radiator Springs Racers,75,2024-07-15 11:00:04.215792-07:00,Monday
Paradise Gardens Park,Golden Zephyr,5,2024-07-15 11:15:03.481194-07:00,Monday
Pixar Pier,Games of Pixar Pier,5,2024-07-15 11:15:03.481194-07:00,Monday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-15 11:15:03.481194-07:00,Monday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-15 11:15:03.481194-07:00,Monday
Cars Land,Mater's Junkyard Jamboree,10,2024-07-15 11:15:03.481194-07:00,Monday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-15 11:15:03.481194-07:00,Monday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-15 11:15:03.481194-07:00,Monday
Pixar Pier,Inside Out Emotional Whirlwind,10,2024-07-15 11:15:03.481194-07:00,Monday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,15,2024-07-15 11:15:03.481194-07:00,Monday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,15,2024-07-15 11:15:03.481194-07:00,Monday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-15 11:15:03.481194-07:00,Monday
Grizzly Peak,Grizzly River Run,20,2024-07-15 11:15:03.481194-07:00,Monday
Pixar Pier,Pixar Pal-A-Round - Swinging,20,2024-07-15 11:15:03.481194-07:00,Monday
Paradise Gardens Park,Goofy's Sky School,25,2024-07-15 11:15:03.481194-07:00,Monday
Pixar Pier,Incredicoaster,25,2024-07-15 11:15:03.481194-07:00,Monday
Grizzly Peak,Soarin' Around the World,30,2024-07-15 11:15:03.481194-07:00,Monday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",30,2024-07-15 11:15:03.481194-07:00,Monday
Pixar Pier,Toy Story Midway Mania!,35,2024-07-15 11:15:03.481194-07:00,Monday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,55,2024-07-15 11:15:03.481194-07:00,Monday
Cars Land,Radiator Springs Racers,80,2024-07-15 11:15:03.481194-07:00,Monday
Paradise Gardens Park,Golden Zephyr,5,2024-07-15 11:30:04.176202-07:00,Monday
Pixar Pier,Games of Pixar Pier,5,2024-07-15 11:30:04.176202-07:00,Monday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-15 11:30:04.176202-07:00,Monday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-15 11:30:04.176202-07:00,Monday
Cars Land,Mater's Junkyard Jamboree,10,2024-07-15 11:30:04.176202-07:00,Monday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-15 11:30:04.176202-07:00,Monday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-15 11:30:04.176202-07:00,Monday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,15,2024-07-15 11:30:04.176202-07:00,Monday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,15,2024-07-15 11:30:04.176202-07:00,Monday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-15 11:30:04.176202-07:00,Monday
Pixar Pier,Pixar Pal-A-Round - Swinging,20,2024-07-15 11:30:04.176202-07:00,Monday
Paradise Gardens Park,Goofy's Sky School,25,2024-07-15 11:30:04.176202-07:00,Monday
Pixar Pier,Incredicoaster,25,2024-07-15 11:30:04.176202-07:00,Monday
Pixar Pier,Inside Out Emotional Whirlwind,25,2024-07-15 11:30:04.176202-07:00,Monday
Grizzly Peak,Grizzly River Run,30,2024-07-15 11:30:04.176202-07:00,Monday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,40,2024-07-15 11:30:04.176202-07:00,Monday
Pixar Pier,Toy Story Midway Mania!,40,2024-07-15 11:30:04.176202-07:00,Monday
Grizzly Peak,Soarin' Around the World,45,2024-07-15 11:30:04.176202-07:00,Monday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",45,2024-07-15 11:30:04.176202-07:00,Monday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,55,2024-07-15 11:30:04.176202-07:00,Monday
Cars Land,Radiator Springs Racers,70,2024-07-15 11:30:04.176202-07:00,Monday
Paradise Gardens Park,Golden Zephyr,5,2024-07-15 11:45:03.480072-07:00,Monday
Pixar Pier,Games of Pixar Pier,5,2024-07-15 11:45:03.480072-07:00,Monday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-15 11:45:03.480072-07:00,Monday
Cars Land,Mater's Junkyard Jamboree,10,2024-07-15 11:45:03.480072-07:00,Monday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-15 11:45:03.480072-07:00,Monday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-15 11:45:03.480072-07:00,Monday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,15,2024-07-15 11:45:03.480072-07:00,Monday
Pixar Pier,Inside Out Emotional Whirlwind,15,2024-07-15 11:45:03.480072-07:00,Monday
Pixar Pier,Jumpin' Jellyfish,15,2024-07-15 11:45:03.480072-07:00,Monday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,15,2024-07-15 11:45:03.480072-07:00,Monday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-15 11:45:03.480072-07:00,Monday
Grizzly Peak,Grizzly River Run,30,2024-07-15 11:45:03.480072-07:00,Monday
Paradise Gardens Park,Goofy's Sky School,30,2024-07-15 11:45:03.480072-07:00,Monday
Pixar Pier,Pixar Pal-A-Round - Swinging,30,2024-07-15 11:45:03.480072-07:00,Monday
Grizzly Peak,Soarin' Around the World,35,2024-07-15 11:45:03.480072-07:00,Monday
Pixar Pier,Incredicoaster,35,2024-07-15 11:45:03.480072-07:00,Monday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,40,2024-07-15 11:45:03.480072-07:00,Monday
Pixar Pier,Toy Story Midway Mania!,40,2024-07-15 11:45:03.480072-07:00,Monday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",45,2024-07-15 11:45:03.480072-07:00,Monday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,55,2024-07-15 11:45:03.480072-07:00,Monday
Cars Land,Radiator Springs Racers,70,2024-07-15 11:45:03.480072-07:00,Monday
Paradise Gardens Park,Golden Zephyr,5,2024-07-15 12:00:03.778985-07:00,Monday
Pixar Pier,Games of Pixar Pier,5,2024-07-15 12:00:03.778985-07:00,Monday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-15 12:00:03.778985-07:00,Monday
Cars Land,Mater's Junkyard Jamboree,10,2024-07-15 12:00:03.778985-07:00,Monday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-15 12:00:03.778985-07:00,Monday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-15 12:00:03.778985-07:00,Monday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,15,2024-07-15 12:00:03.778985-07:00,Monday
Pixar Pier,Jumpin' Jellyfish,15,2024-07-15 12:00:03.778985-07:00,Monday
Grizzly Peak,Grizzly River Run,20,2024-07-15 12:00:03.778985-07:00,Monday
Pixar Pier,Inside Out Emotional Whirlwind,20,2024-07-15 12:00:03.778985-07:00,Monday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,20,2024-07-15 12:00:03.778985-07:00,Monday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,25,2024-07-15 12:00:03.778985-07:00,Monday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-15 12:00:03.778985-07:00,Monday
Paradise Gardens Park,Goofy's Sky School,30,2024-07-15 12:00:03.778985-07:00,Monday
Pixar Pier,Incredicoaster,30,2024-07-15 12:00:03.778985-07:00,Monday
Pixar Pier,Pixar Pal-A-Round - Swinging,30,2024-07-15 12:00:03.778985-07:00,Monday
Pixar Pier,Toy Story Midway Mania!,30,2024-07-15 12:00:03.778985-07:00,Monday
Grizzly Peak,Soarin' Around the World,45,2024-07-15 12:00:03.778985-07:00,Monday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",45,2024-07-15 12:00:03.778985-07:00,Monday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,60,2024-07-15 12:00:03.778985-07:00,Monday
Cars Land,Radiator Springs Racers,70,2024-07-15 12:00:03.778985-07:00,Monday
Paradise Gardens Park,Golden Zephyr,5,2024-07-15 12:15:04.086086-07:00,Monday
Pixar Pier,Games of Pixar Pier,5,2024-07-15 12:15:04.086086-07:00,Monday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-15 12:15:04.086086-07:00,Monday
Cars Land,Mater's Junkyard Jamboree,10,2024-07-15 12:15:04.086086-07:00,Monday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-15 12:15:04.086086-07:00,Monday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-15 12:15:04.086086-07:00,Monday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,15,2024-07-15 12:15:04.086086-07:00,Monday
Pixar Pier,Jumpin' Jellyfish,15,2024-07-15 12:15:04.086086-07:00,Monday
Grizzly Peak,Grizzly River Run,20,2024-07-15 12:15:04.086086-07:00,Monday
Pixar Pier,Pixar Pal-A-Round - Swinging,20,2024-07-15 12:15:04.086086-07:00,Monday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,20,2024-07-15 12:15:04.086086-07:00,Monday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-15 12:15:04.086086-07:00,Monday
Paradise Gardens Park,Goofy's Sky School,30,2024-07-15 12:15:04.086086-07:00,Monday
Pixar Pier,Incredicoaster,30,2024-07-15 12:15:04.086086-07:00,Monday
Pixar Pier,Inside Out Emotional Whirlwind,30,2024-07-15 12:15:04.086086-07:00,Monday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",35,2024-07-15 12:15:04.086086-07:00,Monday
Pixar Pier,Toy Story Midway Mania!,45,2024-07-15 12:15:04.086086-07:00,Monday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,60,2024-07-15 12:15:04.086086-07:00,Monday
Grizzly Peak,Soarin' Around the World,75,2024-07-15 12:15:04.086086-07:00,Monday
Cars Land,Radiator Springs Racers,80,2024-07-15 12:15:04.086086-07:00,Monday
Paradise Gardens Park,Golden Zephyr,5,2024-07-15 12:30:04.475403-07:00,Monday
Pixar Pier,Games of Pixar Pier,5,2024-07-15 12:30:04.475403-07:00,Monday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-15 12:30:04.475403-07:00,Monday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-15 12:30:04.475403-07:00,Monday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-15 12:30:04.475403-07:00,Monday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-15 12:30:04.475403-07:00,Monday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,10,2024-07-15 12:30:04.475403-07:00,Monday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,15,2024-07-15 12:30:04.475403-07:00,Monday
Grizzly Peak,Grizzly River Run,20,2024-07-15 12:30:04.475403-07:00,Monday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,25,2024-07-15 12:30:04.475403-07:00,Monday
Cars Land,Mater's Junkyard Jamboree,25,2024-07-15 12:30:04.475403-07:00,Monday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",25,2024-07-15 12:30:04.475403-07:00,Monday
Pixar Pier,Pixar Pal-A-Round - Swinging,25,2024-07-15 12:30:04.475403-07:00,Monday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-15 12:30:04.475403-07:00,Monday
Paradise Gardens Park,Goofy's Sky School,30,2024-07-15 12:30:04.475403-07:00,Monday
Pixar Pier,Incredicoaster,30,2024-07-15 12:30:04.475403-07:00,Monday
Pixar Pier,Inside Out Emotional Whirlwind,30,2024-07-15 12:30:04.475403-07:00,Monday
Pixar Pier,Toy Story Midway Mania!,45,2024-07-15 12:30:04.475403-07:00,Monday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,60,2024-07-15 12:30:04.475403-07:00,Monday
Grizzly Peak,Soarin' Around the World,75,2024-07-15 12:30:04.475403-07:00,Monday
Cars Land,Radiator Springs Racers,80,2024-07-15 12:30:04.475403-07:00,Monday
Paradise Gardens Park,Golden Zephyr,5,2024-07-15 12:45:03.767427-07:00,Monday
Pixar Pier,Games of Pixar Pier,5,2024-07-15 12:45:03.767427-07:00,Monday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-15 12:45:03.767427-07:00,Monday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-15 12:45:03.767427-07:00,Monday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-15 12:45:03.767427-07:00,Monday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-15 12:45:03.767427-07:00,Monday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,10,2024-07-15 12:45:03.767427-07:00,Monday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,15,2024-07-15 12:45:03.767427-07:00,Monday
Cars Land,Mater's Junkyard Jamboree,25,2024-07-15 12:45:03.767427-07:00,Monday
Grizzly Peak,Soarin' Around the World,25,2024-07-15 12:45:03.767427-07:00,Monday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",25,2024-07-15 12:45:03.767427-07:00,Monday
Pixar Pier,Pixar Pal-A-Round - Swinging,25,2024-07-15 12:45:03.767427-07:00,Monday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-15 12:45:03.767427-07:00,Monday
